review_id,title,review,rating,date,language
14048020032,Excellent,Easy and the most compatible to trade .,5,2026-05-10,
14047970450,Right place to invest with trust,Groww app is nice and easy to understand helpfull with mutual fund also can get loan againts it within minutes loved the app help full in emergency cases,5,2026-05-09,
14047938976,Easy trade,Great opportunity for beginner easy to use,5,2026-05-09,
14047920720,Great driving interface for my portfolio,"Best in the class, beginner friendly and very futuristic application.. want to recommend all new comers to use groww for better analysis of your SIP and stocks portfolios.",5,2026-05-09,
14047725437,Groww,Excellent grow experience and secured place,5,2026-05-09,
14047656296,Super,So fast,5,2026-05-09,
14047607018,Good app,Easy operation,5,2026-05-09,
14047600072,Nice one,Good platform for trading,5,2026-05-09,
14047567081,5 star,Simple and best interface,5,2026-05-09,
14047497301,Ok,Ok,4,2026-05-09,
14047446809,Customer support is not responding properly don’t invest on grow,I raised complaint for amount updating since last 5 days no responding on customer service Customer support is not responding properly don’t invest on grow Brokerage charges also high but user interface is good,1,2026-05-09,
14047422990,Groww,Good App for learning and understanding for investments of stocks,5,2026-05-09,
14046266671,Good,Good,5,2026-05-09,
14046019229,Smooth UI,Nice experience but little addictive UI,5,2026-05-09,
14045516830,Excellent,Bast demat account all time,5,2026-05-09,
14045039883,Girish Sharma,Good,5,2026-05-09,
14044769890,At your ease,A fine way to find your route to utilise productivity to the best use with growth.,4,2026-05-09,
14044703830,Perfect,It’s working fine. That’s all we need it to do,5,2026-05-09,
14044662779,App need to update for ipad,I just open my grow app it shows me like my phone screen,1,2026-05-09,
14044607573,Groww,So simple to invest,5,2026-05-09,
14044605289,Stocks,Just Waaw..🤔,5,2026-05-09,
14044529963,Thanks,Thanks,5,2026-05-09,
14044120295,Excellent app,Best app for stocks and mutual fund uhhhh can use without any kind of hesitation,5,2026-05-08,
14044104539,Good,Easy to use and brokerage rates are reasonable. There should be a option to view complete portfolio including stocks and MF.,4,2026-05-08,
14043632014,Gr8 app,A great app for shares & mutual fund.I am unaware of bonds trade on it.,5,2026-05-08,
14043606863,Real time data at fingertips,A very robust app,5,2026-05-08,
14043580108,Great,Easy to use,5,2026-05-08,
14043535229,Best app,User friendly for Mutual fund,5,2026-05-08,
14043057326,Best,One of best stock market investment app,5,2026-05-08,
14042575725,Ravi,Super app,5,2026-05-08,
14041905136,Amazing,"Easy to analyse , and user friendly software to use !!",5,2026-05-08,
14041816151,Good,Very nice,5,2026-05-08,
14041796030,Great app,Easy to understand,5,2026-05-08,
14041795363,Plzzz add scalping mode,Plzzz add scalping mode in ios plzzzz as fast as possible,4,2026-05-08,
14041740600,Review,Amazing user interface,5,2026-05-08,
14041649993,Loved it,Am using grow from last 6 year,5,2026-05-08,
14041546604,Very good,User Frindly,5,2026-05-08,
14041545287,Nice App,Neat Clean,5,2026-05-08,
14041536217,User interface,its good trading and share transactions platform very smooth and no glitches,5,2026-05-08,
14041355465,Good,Good,5,2026-05-08,
14041232106,Good,Good,5,2026-05-08,
14041196984,Well structured,"Easy to operate, App build for common person usage",5,2026-05-08,
14041178572,Easy to use,"Stocks, one clicks and Mutual fund transactions are very easy to complete!",5,2026-05-08,
14041160209,Amazing,Easy to use and check,5,2026-05-08,
14041099672,Trade on chart,There should be option to plot trade on chart With TP and SL like others,3,2026-05-08,
14041096993,Easy,Useful and Helpful Comfort 💯,5,2026-05-08,
14041027709,Supper,Very easy to use,5,2026-05-08,
14041000203,Very easy navigation,Great,5,2026-05-08,
14040962162,Superb,Very good app for all your market management,5,2026-05-08,
14040947082,Great,User friendly,5,2026-05-08,
14040940743,Glitchy app,"This app user interface is one the best in the market and easy to use, but its functionality and usability is not that useful. It takes time to execute orders in f&o as well as intraday! Moreover it may have certain times that the stoploss wont be triggered and you can face huge losses! So please think twice before opening huge positions in this app.",2,2026-05-08,
14040913352,Grow with GROWW,Great app for finance,5,2026-05-08,
14040902994,Ok,Very good,5,2026-05-08,
14040885637,Good,Nice,5,2026-05-08,
14040883765,Good,Best trading app 👌,5,2026-05-08,
14040858118,Best app,Great app. Best for investment with easy app UI,5,2026-05-08,
14040817260,Easy to Buy and Sale,Very nice service and running very fast,5,2026-05-08,
14040755543,Super Lack App,Always buy on higher price due to app fluctuation never buy on exact price,2,2026-05-08,
14040655730,Good,Good Nice,5,2026-05-08,
14040637738,Superb application,It’s very smooth and fast app for stocks and Mutual Funds.,5,2026-05-08,
14040629706,NYC,Super,5,2026-05-08,
14040623824,Easy to use,Easy to use,5,2026-05-08,
14040622562,Small Investor,Ease of Investment and better interface.,5,2026-05-08,
14040593459,Investing,Excellent,5,2026-05-07,
14040540048,Nice,Nice and truthful app,5,2026-05-07,
14040475636,Good,Good,5,2026-05-07,
14040463345,Nice,Easy to understand,5,2026-05-07,
14040436792,Groww stocks,It’s nice application it’s works smoothly,5,2026-05-07,
14040429278,Good,Nice Product,5,2026-05-07,
14040415164,Groww rate,Very good app in stock market,5,2026-05-07,
14040372841,Best,Excellent,5,2026-05-07,
14040283131,All,Good,5,2026-05-07,
14040262292,Best for fno,Best for fno,5,2026-05-07,
14040237753,Very nice app for trading,Good,5,2026-05-07,
14040217514,Application,Wow app for use Very simpal,5,2026-05-07,
14040197887,Groww your wealth,Awesome experience with Groww your wealth,5,2026-05-07,
14040162086,Good,Nice but make it for IPad as well,4,2026-05-07,
14040140924,Ok,Good service,5,2026-05-07,
14040089500,nice to,good too,5,2026-05-07,
14040079421,Well managed app,Very good,5,2026-05-07,
14040004642,Funtastic,Futuristic,5,2026-05-07,
14040001309,Easy to use,Perfect for beginners,5,2026-05-07,
14039859509,Best App,Good,5,2026-05-07,
14039011917,Good,Good,4,2026-05-07,
14038923946,Ultimate,I got great experience with grow . I earned well and learned well . Thanx groww to groww me up,5,2026-05-07,
14038414611,Sip,Good,5,2026-05-07,
14038394951,nice,nice,5,2026-05-07,
14038358933,Superb app,Extremely user friendly,5,2026-05-07,
14038357347,Fast n user friendly,Wonderful interface,5,2026-05-07,
14038338535,App,Helping app,5,2026-05-07,
14038311853,Very nice,Very good,5,2026-05-07,
14038172186,Good,Good app,5,2026-05-07,
14038113800,User friendly app,Investment is on tip,5,2026-05-07,
14037978324,very good,app acha ye but 5 sal ho gaya invest karke retuns nahi aa raha he kuch karo🥲🙏,5,2026-05-07,
14037774168,UI is simple and useful,I have used other apps too but this one stands out because of its user interface,5,2026-05-07,
14037746670,Reliable,works could be done very easily .,5,2026-05-07,
14037676136,Exceptional app,Very user friendly interface and very supported system,5,2026-05-07,
14037611893,Account problem,I invested 3k through this app even starting a SIP and now i cannot even log in no matter what suddenly i hot logged out and logging in was impossible and i cannot also withdraw any of my money,1,2026-05-07,
14037516449,Good,Excellent,5,2026-05-07,
14037315288,Not compatible for IOS devices,"This application is only for android, they don’t have good developers for IOS and IPAD versions, scalper option is only for android. Loosing trust from large customers of IOS.",1,2026-05-07,
14037267750,Good,Good 😊,5,2026-05-07,
14037258776,Nice,Best in market,5,2026-05-07,
14037237106,👍🏻,It’s full satisfying from❤️,5,2026-05-07,
14037215361,One of the best app for investors,Thumbs up for the team.,5,2026-05-07,
14037158244,Good,Super,5,2026-05-07,
14037137245,Best app,Best app for stocks Mutual Fund,5,2026-05-07,
14037128213,All good,Ok,5,2026-05-07,
14037084151,Good option,I like this app Groww,5,2026-05-06,
14037049305,Great Experience,Easy To use,5,2026-05-06,
14037023920,Crazy good,Excellent,5,2026-05-06,
14036980374,Good Order Execution,I’m using the app for more than 6 years and its hassle free,5,2026-05-06,
14036955646,👍,👍,5,2026-05-06,
14036933124,Best way for Trading,I am using Groww since more then Three years the best app so far.,5,2026-05-06,
14036882015,Easy to use,Easy to use,5,2026-05-06,
14036813372,Easy for everything,It’s easy to buy stock,5,2026-05-06,
14036795435,Ujjwal,Great any thing in one screen,5,2026-05-06,
14036785111,Awesome application,"The application is highly impressive and exceptionally current, surpassing even the Zeroda application.",5,2026-05-06,
14036778903,Nice groww your life,Thanks groww,5,2026-05-06,
14036753382,Good,Good,4,2026-05-06,
